Player name,Appearances,Goals Overview,Wins,Losses,Clean sheets,Goals Conceded,Tackles,Tackle success,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork
Sil Swinkels,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Japhet Tanganga,23,0,11,9,7,23,36,58%,0,4,23,72,50,1,79,120,113,20,45,34,0,1,0,746,32.43,1,17,18%,1,18,5,1,38,1,0,0,0,0,0
Matt Targett,152,3,59,60,35,183,290,59%,0,14,234,312,151,2,647,644,489,46,214,164,1,1,9,"5,284",34.76,21,545,25%,13,323,17,0,99,3,3,1,0,2,1
James Tarkowski,209,7,67,90,56,272,348,61%,2,18,283,"1,110",649,10,868,"1,444",721,53,903,387,1,4,5,"7,007",33.53,9,22,23%,3,684,43,0,190,17,7,3,1,2,2
Kenny Tete,31,0,6,15,4,39,77,61%,0,3,39,66,34,0,111,150,102,10,39,29,0,0,4,954,30.77,2,90,30%,0,42,8,0,42,2,0,0,0,0,0
Thiago Silva,67,5,32,19,22,65,71,63%,0,12,96,223,108,7,427,245,128,10,131,71,0,1,2,"5,458",81.46,1,5,20%,1,346,6,1,29,1,5,5,0,0,1
Luke Thomas,43,1,17,20,8,63,79,62%,0,4,65,81,48,1,178,196,204,26,53,69,1,0,2,"1,726",40.14,4,69,23%,3,45,5,0,28,0,1,0,0,1,0
Dominic Thompson,2,0,0,2,0,3,1,1%,0,0,2,3,2,0,5,2,6,0,1,2,0,0,0,37,18.5,0,2,2%,0,1,0,0,1,0,0,0,0,0,0
Kieran Tierney,76,3,43,21,19,66,71,66%,0,13,46,146,65,0,277,194,197,37,39,86,0,0,7,"2,731",35.93,6,255,19%,0,119,6,0,29,1,3,0,1,2,2
Tobias Figueiredo,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Harry Toffolo,8,0,1,4,1,8,8,75%,0,0,6,19,8,0,35,25,21,3,10,8,0,0,0,191,23.88,0,19,26%,0,3,0,0,3,0,0,0,0,0,0
Takehiro Tomiyasu,32,0,22,7,8,24,48,54%,0,3,35,66,35,0,116,128,103,10,54,49,0,0,1,"1,162",36.31,1,35,43%,2,47,3,0,21,0,0,0,0,0,0
James Tomkins,280,13,88,125,60,362,460,70%,17,27,451,"2,092",957,4,"1,051","1,483",844,27,847,488,0,7,7,"8,736",31.2,9,51,33%,4,790,49,2,177,7,13,7,4,2,7
Toti,7,0,3,3,1,11,14,64%,0,1,9,33,16,1,26,44,21,5,20,11,0,0,0,354,50.57,0,1,1%,0,13,2,0,5,1,0,0,0,0,0
Kieran Trippier,128,5,65,36,36,118,269,67%,0,14,173,322,179,4,768,615,444,54,183,142,1,2,21,"6,080",47.5,37,869,29%,18,448,10,0,81,15,5,0,5,0,2
Auston Trusty,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Konstantinos Tsimikas,25,0,14,4,3,11,35,49%,1,5,15,24,9,0,82,68,75,9,14,17,0,0,5,724,28.96,3,164,23%,0,14,4,0,25,0,0,0,0,0,0
Antef Tsoungui,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Axel Tuanzebe,28,0,12,9,2,25,29,59%,0,2,20,39,20,0,87,66,70,1,24,34,1,1,0,782,27.93,0,2,2%,0,33,3,0,18,0,0,0,0,0,0
Ed Turns,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Yan Valery,43,2,13,21,4,62,75,69%,0,2,43,110,43,0,157,208,245,39,76,83,0,3,1,827,19.23,3,75,16%,1,22,4,1,38,5,2,0,1,1,0
Sepp van den Berg,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Virgil van Dijk,210,18,130,37,86,191,213,68%,5,38,329,"1,093",603,3,"1,128","1,292",473,48,939,317,0,4,4,"14,556",69.31,15,3,33%,18,987,13,1,106,5,18,14,1,3,13
Jan Paul van Hecke,1,0,1,0,0,0,0,0%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Raphaël Varane,32,1,16,6,9,27,40,55%,0,3,22,116,71,0,114,122,54,2,72,25,0,0,1,"1,472",46,1,1,1%,0,97,1,0,13,1,1,0,1,0,0
Joël Veltman,75,2,20,26,18,79,164,58%,1,9,89,175,78,0,371,393,285,37,107,78,0,0,2,"3,396",45.28,6,112,28%,4,157,10,0,86,0,2,0,1,1,0
Jannik Vestergaard,82,4,28,37,14,119,137,63%,1,8,110,422,241,0,382,472,268,24,276,148,0,1,0,"3,807",46.43,3,7,29%,3,229,10,1,49,1,4,4,0,0,2
Jake Vokins,2,0,0,1,0,3,2,100%,0,0,0,1,0,0,1,3,5,0,0,0,0,0,0,71,35.5,0,4,25%,0,3,0,0,2,1,0,0,0,0,0
Kyle Walker,343,8,216,55,120,309,643,75%,4,62,530,861,378,4,"1,832","1,664","1,234",272,498,323,2,6,32,"19,411",56.59,30,823,17%,32,"1,087",47,1,273,24,8,0,7,1,3
Kyle Walker-Peters,95,2,35,36,20,128,194,61%,2,22,109,143,74,2,534,564,450,159,67,112,0,1,9,"3,570",37.58,12,147,15%,2,105,13,0,81,13,2,0,2,0,2
Reuell Walters,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Aaron Wan-Bissaka,132,2,60,39,41,160,424,66%,1,11,261,316,144,2,732,821,519,198,134,146,0,0,11,"5,763",43.66,11,274,19%,3,116,18,1,92,5,2,0,2,0,0
Joel Ward,265,4,84,119,63,367,586,77%,2,27,447,998,570,4,"1,326","1,516","1,057",138,527,338,1,3,6,"9,121",34.42,11,489,16%,3,470,44,0,271,6,4,2,1,1,3
Noah Watson,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Kelland Watts,1,0,0,1,0,1,1,1%,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Adam Webster,95,6,30,30,22,116,95,51%,1,8,122,287,162,0,501,452,271,42,277,152,2,2,1,"5,728",60.29,3,15,27%,4,334,14,0,58,1,6,4,1,1,3
Reece Welch,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Charlie Wellens,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Ben White,82,0,40,24,28,89,121,52%,2,10,113,176,101,0,393,327,269,37,123,104,1,0,2,"4,313",52.6,5,41,15%,8,199,9,1,59,1,0,0,0,0,0
Dylan Williams,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Josh Wilson-Esbrand,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Joe Worrall,11,0,3,6,2,15,20,45%,1,0,10,29,13,1,45,38,24,2,14,5,0,0,0,426,38.73,1,1,1%,0,28,4,0,13,0,0,0,0,0,0
Ashley Young,404,49,189,107,83,421,569,70%,2,161,456,418,141,7,"1,615","1,741","1,798",330,165,182,1,0,71,"12,114",29.99,56,"2,747",23%,108,719,75,2,424,102,49,0,48,1,17
Zanka,78,4,15,42,15,115,122,61%,0,5,164,353,164,1,361,296,303,6,143,150,1,1,3,"3,240",41.54,2,12,25%,2,195,14,0,90,3,4,2,1,1,0
Jordan Zemura,11,0,3,4,3,19,21,67%,0,0,10,17,11,0,35,37,37,6,3,6,0,0,1,248,22.55,1,9,33%,0,7,1,0,11,0,0,0,0,0,0
Kurt Zouma,203,11,86,74,52,230,191,68%,5,22,296,932,507,1,805,891,452,53,578,237,2,2,4,"9,010",44.38,2,21,10%,0,553,14,1,120,6,11,10,1,0,4
Leo Østigård,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Zach Abbott,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Tosin Adarabioyo,43,1,9,19,10,61,48,48%,0,3,53,241,121,0,183,172,99,12,105,44,1,1,0,"2,384",55.44,0,3,33%,0,142,1,0,22,2,1,1,0,0,0
Tayo Adaramola,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Joshua Addae,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Nayef Aguerd,1,0,0,1,0,1,1,100%,0,0,1,1,1,0,6,2,1,0,1,0,0,0,0,49,49,0,0,0%,0,6,0,0,0,0,0,0,0,0,0
Rayan Aït-Nouri,54,2,14,27,10,59,111,56%,0,8,40,55,27,0,250,266,252,81,29,46,1,0,3,"1,675",31.02,5,172,24%,1,50,6,0,38,5,2,1,0,1,0
Kristoffer Ajer,30,1,10,14,6,44,38,66%,0,5,31,80,35,1,136,131,87,13,57,38,0,0,3,937,31.23,4,21,14%,2,43,5,0,15,0,1,0,1,0,0
Manuel Akanji,8,0,6,2,2,8,13,69%,0,4,5,8,5,0,40,26,29,3,7,16,0,0,1,600,75,0,0,0%,0,17,1,0,8,0,0,0,0,0,0
Nathan Aké,178,15,73,72,41,241,285,62%,3,23,228,806,438,5,730,772,510,29,385,313,0,0,6,"7,781",43.71,10,65,18%,4,301,19,1,116,8,15,8,1,6,5
Ryan Alebiosu,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Ajibola Alese,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Alex Telles,30,0,16,8,5,37,62,55%,0,4,42,61,40,0,144,135,118,15,47,38,0,0,6,"1,393",46.43,3,182,23%,3,37,1,0,27,2,0,0,0,0,3
Trent Alexander-Arnold,175,11,120,23,58,142,268,63%,3,67,216,271,97,2,"1,116",474,550,110,61,112,0,2,45,"10,515",60.09,71,"1,362",25%,39,806,17,0,88,28,11,0,11,0,6
Marcos Alonso,179,26,106,39,63,164,342,66%,0,90,265,440,226,1,"1,018",979,803,113,349,255,0,1,16,"7,959",44.46,26,600,19%,10,267,35,1,162,21,26,4,3,19,13
Daniel Amartey,98,2,39,39,18,118,118,57%,3,4,90,223,129,1,514,294,276,17,130,123,0,0,1,"4,099",41.83,1,7,14%,2,163,12,1,62,2,2,2,0,0,0
Ethan Ampadu,26,0,5,20,2,42,58,64%,0,1,49,85,36,0,114,149,88,13,53,31,1,1,0,"1,025",39.42,2,19,32%,0,57,3,0,25,1,0,0,0,0,0
Joachim Andersen,78,2,20,27,23,88,79,59%,1,4,94,365,199,1,402,318,224,19,188,103,1,2,4,"5,156",66.1,3,24,13%,4,520,13,1,72,2,2,1,1,0,1
Joseph Anderson,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Paul Appiah,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Harrison Ashby,1,0,0,1,0,1,0,0%,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0%,0,1,0,0,0,0,0,0,0,0,0
Ryan Astley,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Ludwig Augustinsson,2,0,1,0,0,0,1,100%,0,0,0,1,1,0,6,6,3,0,4,1,0,0,0,16,8,0,1,1%,0,1,1,0,1,0,0,0,0,0,0
Serge Aurier,84,5,42,21,18,84,240,65%,1,11,110,211,129,0,424,563,459,81,179,152,1,1,12,"3,317",39.49,17,281,17%,3,90,5,2,105,10,5,2,2,1,0
Zach Awe,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Luke Ayling,71,2,25,33,13,127,188,56%,0,14,66,130,68,1,474,434,328,67,106,121,0,0,3,"3,865",54.44,10,118,18%,9,286,11,1,53,5,2,0,2,0,1
César Azpilicueta,335,10,188,69,115,325,842,70%,2,35,538,934,493,5,"1,646","1,683","1,199",93,592,461,3,1,35,"19,571",58.42,40,671,21%,29,721,33,2,308,17,10,2,8,0,3
Abdul Rahman Baba,15,0,6,6,2,13,47,83%,0,1,23,32,13,1,76,67,65,8,8,13,0,1,1,526,35.07,0,31,16%,0,18,1,0,14,2,0,0,0,0,0
Baba Fernandes,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Finley Back,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Loïc Badé,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Eric Bailly,70,1,44,11,24,56,102,70%,1,4,118,272,115,0,364,277,157,27,105,61,2,1,0,"2,329",33.27,0,2,2%,1,123,10,1,57,0,1,0,1,0,1
Stefan Bajcetic,1,0,1,0,0,0,0,0%,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,15,15,0,0,0%,0,1,0,0,0,0,0,0,0,0,0
Tudor Baluta,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Mads Bech Sørensen,14,0,6,5,2,14,8,88%,0,2,7,25,8,0,41,22,14,0,10,4,0,0,0,438,31.29,0,10,30%,0,20,3,0,8,0,0,0,0,0,0
Owen Beck,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Jan Bednarek,135,7,42,60,27,217,186,56%,2,7,314,668,339,4,716,642,440,9,404,221,3,3,3,"6,199",45.92,4,3,33%,3,315,27,1,118,1,7,3,2,2,0
Armel Bella-Kotchap,11,0,2,7,0,19,18,33%,2,1,26,53,27,1,75,60,22,2,24,12,0,0,1,414,37.64,1,3,3%,0,23,1,0,4,0,0,0,0,0,0
Héctor Bellerín,183,8,99,47,59,189,242,76%,1,38,239,334,163,3,815,685,797,207,189,243,1,1,20,"8,141",44.49,32,434,17%,32,162,30,0,143,9,8,0,5,3,3
Filip Benkovic,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Rhys Bennett,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Di'Shon Bernard,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Ryan Bertrand,262,7,92,109,67,351,401,66%,2,34,362,434,207,4,990,"1,115","1,016",106,353,373,0,1,16,"10,013",38.22,30,904,21%,9,332,36,2,241,13,7,1,2,4,3
Owen Bevan,1,0,0,1,0,1,0,0%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Giulian Biancone,2,0,0,1,0,1,2,50%,0,0,1,0,0,0,5,4,0,0,2,0,0,0,0,18,9,0,1,1%,0,1,0,0,0,0,0,0,0,0,0
David Boateng,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Bendegúz Bolla,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Willy Boly,91,5,34,34,27,108,204,61%,1,11,158,402,241,0,485,566,307,29,303,142,0,0,2,"4,357",47.88,6,2,2%,2,184,7,2,76,5,5,3,1,0,1
Gaëtan Bong,51,0,11,24,11,73,56,75%,0,0,65,116,53,0,255,155,158,28,54,63,1,1,0,"1,401",27.47,0,116,14%,0,64,2,0,27,0,0,0,0,0,0
Sven Botman,13,0,8,0,4,8,14,64%,0,3,11,36,16,0,52,42,16,0,26,9,0,0,0,567,43.62,1,0,0%,0,43,0,0,5,0,0,0,0,0,1
Conor Bradley,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Jarrad Branthwaite,10,1,1,7,1,20,12,67%,0,0,3,31,17,0,42,40,36,2,20,20,0,0,0,338,33.8,0,0,0%,0,18,0,1,7,0,1,0,1,0,0
Josh Brooking,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Joe Bryan,44,1,8,28,5,70,76,64%,0,10,45,81,39,0,163,177,132,29,37,40,0,1,1,"1,265",28.75,8,163,18%,2,59,7,0,35,2,1,1,0,0,1
Hugo Bueno,6,0,1,4,0,12,14,50%,0,2,5,16,10,0,26,24,18,3,3,4,0,0,1,143,23.83,1,18,39%,0,1,1,0,1,0,0,0,0,0,0
Dan Burn,114,2,39,36,29,128,179,60%,0,13,139,466,300,2,469,626,451,32,390,177,1,0,1,"4,646",40.75,5,93,20%,3,164,21,0,114,16,2,1,1,0,1
Finley Burns,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Gary Cahill,394,28,172,135,103,491,484,75%,18,66,465,"2,935","1,203",10,"1,505","2,032","1,089",71,"1,226",600,2,8,11,"13,464",34.17,8,23,17%,6,895,41,3,278,6,28,10,13,4,5
Duje Caleta-Car,7,0,1,4,1,9,6,67%,0,0,9,18,8,0,24,11,13,0,4,8,0,0,0,260,37.14,0,0,0%,0,15,1,0,5,0,0,0,0,0,0
Vontae Campbell,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Cardo Siddik Afraciab,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Cameron Carter-Vickers,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Kaelan Casey,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Matty Cash,79,4,30,38,20,105,185,56%,0,15,127,180,94,4,377,387,322,52,83,90,0,0,5,"2,637",33.38,5,213,23%,4,127,17,1,84,6,4,1,1,2,0
Timothy Castagne,68,4,30,24,16,87,147,55%,0,4,72,126,78,0,295,292,264,20,101,106,0,2,5,"2,998",44.09,7,116,24%,1,74,2,0,47,4,4,2,1,1,1
Cédric Soares,158,3,60,60,33,188,333,71%,1,25,178,365,157,3,707,606,577,63,142,241,0,6,13,"5,763",36.47,19,669,24%,5,323,22,0,103,11,3,0,2,1,1
Kallum Cesay,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Trevoh Chalobah,28,3,16,3,12,17,52,67%,1,1,27,67,33,1,114,123,88,11,46,41,1,1,1,"1,737",62.04,0,6,6%,3,63,3,0,23,0,3,2,1,0,1
Calum Chambers,165,7,59,66,33,197,287,69%,1,26,265,623,341,1,848,791,710,97,350,285,1,1,5,"7,046",42.7,10,248,18%,7,355,29,1,161,2,7,1,5,1,1
Ben Chilwell,142,11,64,46,38,145,214,60%,1,21,150,330,184,1,705,833,698,131,318,237,0,1,16,"6,524",45.94,15,521,18%,9,198,14,1,118,18,11,0,2,9,2
Andreas Christensen,93,0,50,22,29,89,99,53%,1,4,120,287,154,1,491,386,230,21,230,154,0,3,0,"5,588",60.09,2,1,100%,5,235,10,1,54,1,0,0,0,0,2
Christian Marques,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
CJ Egan-Riley,1,0,1,0,0,0,1,100%,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Matt Clarke,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Regan Clayton,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Nathaniel Clyne,222,4,92,75,61,260,518,68%,6,31,314,467,118,0,982,845,656,134,83,173,1,3,12,"8,999",40.54,15,512,19%,16,285,22,0,110,2,4,0,3,1,2
Conor Coady,166,6,62,62,47,195,141,60%,7,5,121,574,298,7,870,343,258,14,154,116,3,3,1,"7,798",46.98,3,3,33%,10,991,21,0,76,3,6,4,1,1,1
Séamus Coleman,337,21,135,108,90,351,588,76%,9,58,348,656,341,1,"1,605","1,548","1,323",420,232,257,5,5,24,"10,654",31.61,39,818,21%,12,429,33,2,222,31,21,8,8,6,7
Nathan Collins,31,2,6,16,8,43,51,43%,2,3,37,126,62,2,187,150,102,10,74,47,0,0,0,"1,260",40.65,3,3,33%,1,91,4,2,30,4,2,1,1,0,0
Levi Colwill,3,0,2,1,0,2,1,100%,0,0,5,3,2,0,9,8,3,0,7,2,0,0,0,75,25,0,0,0%,0,9,0,0,1,0,0,0,0,0,0
Liam Cooper,56,2,19,24,12,87,125,63%,0,2,124,192,88,0,328,376,211,7,205,122,0,0,1,"3,220",57.5,0,1,1%,1,170,10,1,46,3,2,2,0,0,0
Vladimír Coufal,71,0,31,25,14,88,132,53%,0,7,78,161,87,0,337,311,261,30,96,84,1,0,11,"2,589",36.46,13,280,21%,0,84,7,1,65,2,0,0,0,0,2
Tristan Crama,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Charlie Cresswell,5,0,2,2,0,4,5,40%,0,0,2,6,5,0,6,11,6,0,6,3,0,0,0,104,20.8,0,1,1%,0,4,1,0,3,1,0,0,0,0,0
Marc Cucurella,48,1,15,15,9,52,115,63%,1,7,37,80,36,3,301,233,167,33,47,44,0,0,3,"2,425",50.52,4,151,26%,5,71,8,0,38,4,1,0,0,1,0
Luciano D'Auria-Henry,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Stuart Dallas,72,9,26,31,16,119,167,60%,0,25,101,102,48,3,475,363,334,51,65,74,0,1,3,"3,313",46.01,8,183,20%,10,131,12,0,73,2,9,1,6,2,3
Craig Dawson,243,19,77,103,53,324,311,72%,4,42,397,"1,083",643,5,977,"1,272",893,44,773,446,3,1,4,"7,685",31.63,8,301,21%,5,586,41,2,242,14,19,14,3,1,7
Laurens De Bock,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
James Debayo,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Destiny Udogie,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Diego Carlos,2,0,1,1,0,3,1,1%,0,1,1,2,2,0,14,4,5,0,3,3,0,0,0,125,62.5,0,1,1%,0,6,0,0,1,0,0,0,0,0,0
Eric Dier,252,12,143,58,81,250,337,71%,2,43,324,827,493,1,"1,046","1,077",879,57,595,427,1,7,8,"14,652",58.14,16,136,19%,22,949,38,0,197,7,12,6,5,1,5
Lucas Digne,139,5,52,55,36,183,274,62%,1,42,182,342,176,1,713,819,594,66,361,186,4,0,22,"5,611",40.37,35,974,26%,3,206,21,2,157,14,5,0,0,5,8
Diogo Dalot,57,0,27,18,11,67,109,72%,0,11,61,113,61,3,291,232,159,37,77,34,0,0,3,"2,035",35.7,6,135,30%,4,119,12,0,46,3,0,0,0,0,2
Issa Diop,104,7,40,42,17,148,133,61%,1,3,143,437,229,2,459,399,257,16,209,132,2,2,2,"3,610",34.71,4,1,1%,2,161,16,0,64,6,7,5,1,0,0
Matt Doherty,115,10,55,33,25,101,180,58%,1,24,144,193,139,1,455,651,510,62,350,241,1,0,14,"4,191",36.44,15,164,21%,8,142,8,1,94,6,10,4,2,4,2
Aaron Donnelly,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Alfie Dorrington,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Cody Drameh,4,0,1,3,0,9,9,67%,0,0,2,4,0,0,8,14,10,3,2,1,0,0,0,86,21.5,0,3,33%,0,3,1,0,3,0,0,0,0,0,0
Shane Duffy,118,7,32,47,22,148,100,60%,1,14,130,739,517,9,436,683,336,15,526,221,0,1,2,"4,400",37.29,2,7,71%,0,355,21,1,84,12,7,4,2,1,3
Paul Dummett,146,3,50,60,30,172,239,72%,1,10,196,682,390,1,436,667,402,24,349,232,2,2,0,"4,384",30.03,4,215,20%,1,262,16,1,70,1,3,1,0,2,1
Lewis Dunk,186,12,51,76,51,248,199,56%,4,29,247,799,442,7,"1,196",820,517,26,518,286,6,2,5,"10,365",55.73,5,15,20%,6,878,28,4,118,4,12,8,4,0,2
