Player name,Appearances,Goals,Wins,Losses,Goals.1,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Hit woodwork,Big chances missed,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Tackles,Tackle success %,Blocked shots,Interceptions,Clearances,Headed clearances,Recoveries,Duels won,Duels lost,Succesful 50/50s,Aerial battles won,Aerial battles lost,Errors leading to goal
Marc Guéhi,50,2,15,16,13,61.0,51,43%,1,8,48,172,86,2,271,203,112,14,85,68,1,0,1.0,"3,252",65.04,2.0,3,0%,1.0,216,9.0,0.0,26.0,0.0,2,0,1,1.0,0.0,,
Idrissa Gueye,144,3,46,63,3,0.02,0,3,0,0,0,97,21,22%,2,3,5,"7,481",51.95,3,52,25%,9.0,378,36.0,1.0,237,2,563.0,72%,34.0,379.0,164.0,53.0,"1,216","1,048",734,140.0,136.0,122.0,2.0
Frédéric Guilbert,25,0,7,13,2,36.0,74,58%,0,2,49,62,26,0,104,164,172,23,48,68,0,0,2.0,749,29.96,1.0,91,16%,0.0,40,7.0,0.0,36.0,2.0,0,0,0,0.0,0.0,,
Ilkay Gündogan,169,38,128,25,38,0.22,5,25,8,3,1,257,82,32%,7,19,14,"9,419",55.73,25,252,27%,54.0,360,15.0,0.0,74,8,142.0,56%,80.0,127.0,69.0,28.0,757,452,455,129.0,77.0,84.0,0.0
Patrik Gunnarsson,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,
Darko Gyabi,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Erling Haaland,13,18,9,2,18,1.38,3,3,12,3,0,52,28,54%,2,7,3,187,14.38,7,3,2,0.0,9,4.0,1.0,9,1,4.0,4,,,,,,,,,,,
Oliver Hammond,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Reece Hannam,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Isak Hansen-Aaröen,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Riley Harbottle,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Bjorn Hardley,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Luke Harris,2,0,1,1,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,6,3.00,0,1,0%,0.0,0,0.0,0.0,1,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0
Jack Harrison,84,17,28,39,17,0.2,0,8,9,0,0,99,41,41%,2,8,12,"2,197",26.15,18,375,17%,11.0,60,7.0,0.0,71,17,137.0,60%,25.0,40.0,40.0,14.0,387,361,545,114.0,48.0,113.0,0.0
Taylor Harwood-Bellis,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Kortney Hause,32,3,9,15,6,49.0,28,50%,0,2,34,159,86,0,183,212,118,12,159,60,0,1,0.0,"1,253",39.16,1.0,0,0%,2.0,95,5.0,0.0,35.0,2.0,3,2,1,0.0,1.0,,
Kai Havertz,69,15,33,19,15,0.22,5,2,8,0,0,111,50,45%,2,24,6,"1,701",24.65,4,23,17%,5.0,21,8.0,0.0,89,31,51.0,47%,23.0,8.0,64.0,50.0,162,237,361,44.0,94.0,111.0,1.0
Kaine Hayden,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Maxwell Haygarth,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Tom Heaton,116,28,34,55,408,3.0,40,96,73,53,436,"1,023",28,167,3,2,5,0,2,0,0,"3,290",28.36,"1,067",,,,,,,,,,,,,,,,,
Michael Hector,4,0,0,3,0,10.0,3,67%,0,1,0,6,4,1,19,15,14,3,6,4,0,0,0.0,186,46.5,0.0,0,0%,0.0,20,2.0,0.0,5.0,0.0,0,0,0,0.0,0.0,,
Krisztián Hegyi,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,
Karl Hein,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,
Hélder Costa,48,4,17,21,4,0.08,0,1,3,0,0,42,13,31%,0,6,5,750,15.63,3,71,3,0.0,41,9.0,43.0,14,12,10.0,6,,,,,,,,,,,
Jordan Henderson,408,33,223,90,33,0.08,1,24,8,1,2,397,109,27%,11,19,52,"22,340",54.75,61,881,23%,145.0,"1,400",37.0,2.0,332,32,738.0,70%,113.0,502.0,377.0,150.0,"2,316","1,328","1,362",161.0,277.0,264.0,1.0
Jeff Hendrick,147,12,49,67,12,0.08,1,10,1,0,0,108,27,25%,0,7,6,"3,577",24.33,7,100,21%,10.0,155,20.0,2.0,112,36,100.0,54%,40.0,98.0,107.0,51.0,570,386,591,90.0,107.0,172.0,0.0
Wayne Hennessey,183,37,47,96,625,3.0,73,274,96,123,690,"1,642",37,307,13,1,4,0,1,0,1,"4,929",26.93,"1,647",,,,,,,,,,,,,,,,,
Rico Henry,49,3,16,19,10,66.0,49,65%,0,6,38,83,43,0,254,170,208,36,45,60,0,0,1.0,"1,396",28.49,5.0,110,23%,2.0,47,2.0,0.0,30.0,2.0,3,2,0,1.0,0.0,,
Yangel Herrera,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Aaron Hickey,9,0,2,3,0,15.0,20,70%,0,2,10,9,5,0,32,48,32,7,4,4,0,0,0.0,249,27.67,0.0,13,8%,0.0,5,4.0,0.0,7.0,0.0,0,0,0,0.0,0.0,,
James Hill,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Jack Hinchy,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
George Hirst,2,0,0,2,0,0.0,0,0,0,0,0,3,1,33%,0,0,0,5,2.50,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,2,5,2,0.0,3.0,1.0,0.0
Leo Hjelde,2,0,1,1,0,5.0,5,80%,0,0,4,7,4,0,9,8,3,0,3,2,0,0,0.0,80,40.0,0.0,3,0%,0.0,3,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,,
Joseph Hodge,3,0,1,2,0,0.0,0,0,0,0,0,1,0,0%,0,0,0,42,14.00,0,0,0%,0.0,0,1.0,0.0,2,0,3.0,33%,1.0,0.0,0.0,0.0,4,3,5,0.0,0.0,0.0,0.0
Ki-Jana Hoever,20,0,3,11,1,16.0,24,50%,0,0,15,29,12,0,58,58,59,17,9,12,0,0,0.0,409,20.45,0.0,29,10%,0.0,12,2.0,0.0,9.0,2.0,0,0,0,0.0,0.0,,
Rob Holding,88,1,51,24,22,84.0,103,60%,2,4,82,327,194,1,373,339,282,25,194,144,1,0,1.0,"4,316",49.05,0.0,5,60%,1.0,217,12.0,1.0,63.0,2.0,1,1,0,0.0,1.0,,
Mason Holgate,122,3,48,42,28,153.0,212,64%,3,6,148,471,233,2,545,583,406,38,232,177,1,3,5.0,"4,518",37.03,8.0,93,16%,4.0,393,28.0,1.0,101.0,4.0,3,1,1,1.0,1.0,,
Ethan Horvath,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,
Conor Hourihane,31,4,9,15,4,0.13,0,1,3,0,1,34,12,35%,1,1,6,745,24.03,10,139,23%,1.0,24,4.0,0.0,15,4,16.0,63%,13.0,9.0,28.0,10.0,83,55,51,4.0,15.0,9.0,0.0
Callum Hudson-Odoi,72,4,37,18,4,0.06,0,4,0,0,0,70,21,30%,2,5,11,"1,565",21.74,15,177,25%,1.0,70,2.0,0.0,33,15,55.0,64%,32.0,16.0,14.0,4.0,145,183,206,75.0,9.0,30.0,0.0
Will Hughes,101,5,32,49,5,0.05,0,1,4,0,0,78,16,21%,0,5,9,"2,753",27.26,9,137,22%,7.0,54,20.0,0.0,146,2,215.0,58%,29.0,85.0,64.0,26.0,436,498,495,66.0,62.0,109.0,0.0
Omari Hutchinson,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Hwang Hee-Chan,41,5,14,20,5,0.12,0,3,2,0,0,32,15,47%,0,4,2,692,16.88,3,9,2,0.0,34,3.0,30.0,10,13,8.0,6,,,,,,,,,,,
Hwang Ui-Jo,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,,,,,,,,,,,
Pierre-Emile Højbjerg,197,11,82,73,11,0.06,0,9,2,0,0,203,64,32%,5,11,12,"11,946",60.64,14,118,31%,34.0,617,33.0,2.0,251,2,434.0,60%,49.0,291.0,262.0,143.0,"1,598","1,065",977,170.0,221.0,171.0,2.0
Bradley Ibrahim,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Kelechi Iheanacho,178,38,62,76,38,0.21,6,5,26,0,0,233,96,41%,3,29,21,"2,250",12.64,27,48,8,0.0,124,46.0,60.0,69,17,33.0,21,,,,,,,,,,,
Danny Ings,184,67,59,81,67,0.36,9,39,18,10,0,393,161,41%,14,39,19,"2,906",15.79,19,128,19,0.0,130,79.0,159.0,94,47,91.0,59,,,,,,,,,,,
Nicolas Ioannou,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Tim Iroegbunam,3,0,2,0,0,0.0,0,0,0,0,0,1,0,0%,0,0,0,27,9.00,0,0,0%,0.0,0,1.0,0.0,2,0,5.0,80%,0.0,2.0,1.0,1.0,9,8,2,0.0,3.0,0.0,0.0
Alexander Isak,3,2,0,1,"
      2
  ",0.67,0,"
      2
  ",0,1,"
      0
  ","
      8
  ","
      6
  ","
        75%
  ","
      0
  ","
      2
  ","
      0
  ","
      35
  ","
        11.67
  ",0,"
      0
  ","
      0
  ",0.0,"
      4
  ",2.0,4.0,"
      1
  ","
      1
  ",1.0,"
      1
  ",,,,,,,,,,,
Ivan Cavaleiro,59,6,15,28,6,0.1,2,4,0,1,0,60,21,35%,2,8,1,"1,018",17.25,4,176,3,0.0,43,15.0,28.0,12,23,18.0,11,,,,,,,,,,,
Daniel Iversen,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,
Alex Iwobi,198,16,85,71,16,0.08,2,12,2,0,0,209,77,37%,4,15,25,"5,800",29.29,34,271,4,0.0,77,10.0,195.0,67,89,86.0,33,,,,,,,,,,,
Eldin Jakupovic,28,6,9,13,94,2.0,15,20,11,19,110,269,6,47,1,0,0,0,0,0,0,769,27.46,202,,,,,,,,,,,,,,,,,
Reece James,89,7,47,21,19,81.0,139,65%,0,34,62,90,56,0,394,423,332,106,103,92,1,0,14.0,"4,446",49.96,21.0,397,23%,2.0,176,11.0,1.0,78.0,9.0,7,0,6,1.0,4.0,,
Vitaly Janelt,46,5,15,17,5,0.11,1,0,4,0,0,35,14,40%,0,2,1,"1,381",30.02,2,50,16%,4.0,83,4.0,0.0,36,3,86.0,52%,12.0,42.0,44.0,22.0,221,193,125,20.0,49.0,37.0,0.0
Pontus Jansson,43,3,14,20,8,66.0,43,53%,1,5,60,211,110,0,183,174,124,4,119,90,0,0,1.0,"1,728",40.19,1.0,1,0%,2.0,48,7.0,0.0,16.0,6.0,3,2,1,0.0,1.0,,
Julian Jeanvier,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Jack Jenkins,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Teddy Jenks,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Mathias Jensen,46,1,13,22,1,0.02,0,1,0,0,0,26,7,27%,1,4,4,"1,214",26.39,7,149,35%,5.0,118,2.0,0.0,32,4,68.0,51%,6.0,37.0,19.0,3.0,168,115,165,19.0,12.0,23.0,0.0
Jeong Sang-Bin,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,,,,,,,,,,,
Raúl Jiménez,123,40,48,42,40,0.33,9,26,5,7,0,319,108,34%,9,31,17,"3,091",25.13,31,70,12,2.0,135,82.0,82.0,72,63,109.0,87,,,,,,,,,,,
João Cancelo,95,5,68,14,41,66.0,219,63%,1,53,138,78,47,2,553,578,494,163,130,113,0,1,11.0,"6,786",71.43,22.0,282,17%,29.0,280,19.0,2.0,97.0,8.0,5,0,3,2.0,4.0,,
João Moutinho,157,5,58,59,5,0.03,0,4,1,0,1,83,21,25%,1,0,16,"7,948",50.62,21,666,29%,21.0,518,20.0,1.0,189,4,384.0,53%,25.0,182.0,120.0,43.0,"1,005",627,740,60.0,79.0,122.0,0.0
João Palhinha,14,2,5,5,2,0.14,1,1,0,0,0,15,6,40%,0,0,0,476,34.00,0,2,0%,0.0,30,5.0,0.0,15,0,65.0,58%,2.0,13.0,21.0,10.0,71,114,61,3.0,29.0,14.0,0.0
João Virgínia,1,0,0,1,3,0.0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,12,12.0,2,,,,,,,,,,,,,,,,,
Joelinton,117,11,38,43,11,0.09,1,5,5,1,0,158,57,36%,5,16,6,"2,783",23.79,9,50,23,0.0,142,30.0,172.0,37,70,116.0,80,,,,,,,,,,,
Kyle John,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Brennan Johnson,15,2,3,8,2,0.13,0,2,0,1,0,19,9,47%,0,3,0,186,12.40,1,22,2,0.0,12,9.0,8.0,5,2,0.0,0,,,,,,,,,,,
Sam Johnstone,37,6,4,22,166,1.0,23,19,13,14,182,296,6,74,0,0,1,0,1,0,1,"1,108",29.95,311,,,,,,,,,,,,,,,,,
Curtis Jones,49,3,30,8,3,0.06,0,3,0,0,0,49,19,39%,1,1,3,"1,793",36.59,4,16,19%,3.0,43,2.0,0.0,34,2,35.0,60%,17.0,28.0,13.0,4.0,160,146,169,52.0,23.0,28.0,0.0
Jonny,100,5,34,36,19,115.0,233,55%,0,23,146,115,55,0,475,528,525,90,101,124,0,2,3.0,"3,419",34.19,5.0,140,19%,4.0,96,14.0,0.0,83.0,8.0,5,0,5,0.0,1.0,,
Jorginho,138,21,75,29,21,0.15,0,21,0,19,0,66,32,48%,0,4,5,"9,650",69.93,21,19,26%,64.0,383,28.0,0.0,131,0,291.0,54%,15.0,216.0,105.0,44.0,976,553,584,62.0,63.0,104.0,2.0
José Sá,52,15,17,26,161,2.0,24,59,3,37,282,374,15,64,2,1,3,0,3,0,1,"1,317",25.33,202,,,,,,,,,,,,,,,,,
Juan Larios,5,0,1,4,0,2.0,7,86%,0,0,3,3,1,0,9,12,9,3,2,5,0,0,0.0,55,11.0,0.0,4,25%,0.0,1,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,,
James Justin,63,2,28,22,19,77.0,139,61%,0,9,73,136,84,1,292,356,289,35,84,123,1,0,2.0,"2,976",47.24,6.0,132,18%,0.0,90,5.0,0.0,39.0,7.0,2,0,2,0.0,1.0,,
Issa Kaboré,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Sasa Kalajdzic,1,0,1,0,0,0.0,0,0,0,0,0,1,0,0%,0,1,0,4,4.00,0,0,0,0.0,0,0.0,0.0,0,1,0.0,0,,,,,,,,,,,
Boubacar Kamara,9,0,4,4,0,0.0,0,0,0,0,0,2,0,0%,0,0,0,395,43.89,0,0,0%,0.0,22,2.0,0.0,17,0,30.0,43%,0.0,4.0,15.0,8.0,55,51,45,3.0,10.0,9.0,0.0
Harry Kane,297,195,166,72,195,0.66,35,118,40,30,1,"1,104",488,44%,35,122,44,"6,491",21.86,73,276,36,0.0,285,191.0,179.0,269,74,226.0,177,,,,,,,,,,,
N'Golo Kanté,222,12,129,43,12,0.05,0,7,5,0,0,149,42,28%,0,11,16,"11,822",53.25,20,107,26%,36.0,469,31.0,0.0,275,8,676.0,62%,55.0,504.0,215.0,93.0,"1,673","1,164","1,132",251.0,151.0,247.0,2.0
Michal Karbownik,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Loris Karius,29,13,17,4,51,1.0,15,14,7,17,144,150,13,26,2,0,1,0,2,0,0,789,27.21,124,,,,,,,,,,,,,,,,,
Hayao Kawabe,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Kayky,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,2,2.00,0,0,0,0.0,1,0.0,0.0,0,0,0.0,0,,,,,,,,,,,
Moise Kean,32,2,9,13,2,0.06,0,2,0,0,0,31,13,42%,0,4,2,132,4.13,5,14,1,0.0,28,4.0,6.0,5,5,1.0,1,,,,,,,,,,,
Michael Keane,219,11,77,92,56,301.0,229,64%,3,22,359,"1,257",812,2,922,"1,198",754,33,890,523,3,3,8.0,"9,121",41.65,11.0,13,23%,4.0,729,19.0,1.0,114.0,6.0,11,7,2,2.0,3.0,,
Neeskens Kebano,24,0,4,15,0,0.0,0,0,0,0,0,16,2,13%,2,1,3,233,9.71,2,29,17%,0.0,1,0.0,0.0,11,3,15.0,40%,4.0,1.0,7.0,4.0,58,53,67,16.0,5.0,19.0,0.0
Joshua Keeley,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,
Thilo Kehrer,13,0,4,7,3,14.0,22,55%,0,2,20,34,22,0,61,48,54,3,15,21,1,1,0.0,615,47.31,0.0,13,8%,0.0,26,4.0,0.0,16.0,0.0,0,0,0,0.0,0.0,,
Naby Keïta,76,7,59,5,7,0.09,1,4,2,0,0,74,26,35%,2,5,5,"2,782",36.61,9,23,9%,19.0,52,5.0,0.0,68,1,124.0,46%,27.0,45.0,23.0,11.0,298,258,276,70.0,28.0,54.0,0.0
Caoimhín Kelleher,4,2,2,1,12,0.0,0,1,2,5,25,27,2,3,0,0,0,0,0,0,0,130,32.5,8,,,,,,,,,,,,,,,,,
Lloyd Kelly,13,0,4,7,3,24.0,13,62%,0,1,12,38,18,1,63,38,38,3,19,24,0,1,2.0,402,30.92,0.0,11,27%,0.0,21,2.0,0.0,9.0,0.0,0,0,0,0.0,0.0,,
Kenedy,55,4,19,23,4,0.07,0,0,4,0,0,71,14,20%,5,4,4,"1,178",21.42,5,81,26%,5.0,35,2.0,0.0,42,7,83.0,58%,29.0,61.0,34.0,13.0,253,223,272,74.0,15.0,41.0,0.0
Nohan Kenneh,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,1.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Jonjoe Kenny,50,0,17,27,7,71.0,83,70%,0,4,67,135,68,0,196,180,157,15,71,54,0,0,3.0,"1,448",28.96,3.0,96,28%,1.0,88,4.0,1.0,37.0,2.0,0,0,0,0.0,2.0,,
Reda Khadra,1,0,0,1,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,1,1.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,1.0,0.0
Kiko Casilla,3,1,2,1,8,0.0,4,4,0,0,20,31,1,2,0,0,0,0,0,0,0,78,26.0,11,,,,,,,,,,,,,,,,,
Gavin Kilkenny,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Maximilian Kilman,67,1,25,27,19,62.0,89,54%,0,5,82,215,124,0,317,271,170,31,132,85,0,1,1.0,"3,256",48.6,1.0,2,0%,0.0,144,7.0,0.0,44.0,0.0,1,1,0,0.0,3.0,,
Alex Kirk,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Kristoffer Klaesson,1,0,1,0,4,0.0,1,0,1,0,2,3,0,0,0,0,0,0,0,0,0,9,9.0,1,,,,,,,,,,,,,,,,,
Mateusz Klich,79,5,25,38,5,0.06,0,5,0,2,0,81,30,37%,1,1,7,"2,552",32.30,5,101,19%,7.0,80,12.0,0.0,93,8,96.0,54%,24.0,22.0,34.0,11.0,352,189,295,34.0,23.0,33.0,0.0
Ben Knight,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,,,,,,,,,,,
Anthony Knockaert,72,5,16,36,5,0.07,0,1,4,0,0,81,22,27%,2,7,7,"1,723",23.93,9,245,26%,6.0,83,8.0,2.0,49,11,79.0,68%,26.0,56.0,19.0,8.0,312,263,280,103.0,33.0,29.0,0.0
Robin Koch,51,0,18,24,7,87.0,68,60%,2,10,65,121,54,2,256,218,203,9,119,93,1,1,0.0,"2,175",42.65,0.0,6,0%,2.0,110,7.0,0.0,56.0,0.0,0,0,0,0.0,1.0,,
Sead Kolasinac,80,2,41,23,17,91.0,112,66%,0,11,76,112,69,0,367,284,266,41,97,80,0,1,11.0,"3,215",40.19,18.0,123,20%,3.0,67,13.0,0.0,76.0,16.0,2,0,0,2.0,1.0,,
Ibrahima Konaté,13,0,8,1,4,12.0,19,63%,0,0,19,46,24,0,77,66,38,2,41,20,0,1,0.0,835,64.23,0.0,0,0%,2.0,25,2.0,0.0,12.0,0.0,0,0,0,0.0,0.0,,
Terence Kongolo,46,1,6,32,5,80.0,110,62%,1,1,99,163,70,1,174,246,122,17,85,51,1,1,1.0,"1,504",32.7,1.0,39,18%,1.0,82,4.0,0.0,26.0,2.0,1,1,0,0.0,0.0,,
Ezri Konsa,105,5,37,48,27,147.0,87,49%,0,9,81,353,159,0,423,477,259,20,230,162,0,2,2.0,"3,719",35.42,2.0,20,40%,1.0,171,12.0,2.0,59.0,3.0,5,2,3,0.0,1.0,,
Kalidou Koulibaly,9,1,4,3,2,9.0,18,67%,1,1,12,28,11,0,50,41,27,3,17,11,0,0,0.0,608,67.56,0.0,3,0%,0.0,36,2.0,1.0,11.0,0.0,1,0,1,0.0,0.0,,
Billy Koumetio,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Cheikhou Kouyaté,270,15,85,107,15,0.06,7,7,0,0,0,185,60,32%,9,12,11,"8,049",29.81,6,111,17%,8.0,303,34.0,1.0,320,16,575.0,66%,36.0,383.0,580.0,345.0,"1,386","1,653","1,323",153.0,692.0,518.0,1.0
Mateo Kovacic,126,3,68,31,3,0.02,0,3,0,0,0,102,19,19%,1,3,12,"6,773",53.75,16,30,17%,43.0,288,21.0,0.0,85,0,217.0,61%,43.0,62.0,59.0,24.0,577,590,400,211.0,39.0,48.0,0.0
Matej Kovár,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,
Kacper Kozlowski,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Emil Krafth,54,1,20,20,9,70.0,74,49%,1,5,48,135,67,0,198,164,142,9,56,57,0,1,2.0,"1,375",25.46,3.0,59,12%,0.0,41,9.0,0.0,38.0,1.0,1,1,0,0.0,0.0,,
Alex Král,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,2,2.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,1,1,1,0.0,1.0,1.0,0.0
Rasmus Kristensen,12,0,4,5,1,18.0,35,51%,2,1,21,29,9,1,58,62,41,4,19,13,0,0,1.0,487,40.58,2.0,26,23%,0.0,13,4.0,0.0,15.0,1.0,0,0,0,0.0,0.0,,
Dejan Kulusevski,27,6,17,6,6,0.22,0,0,6,0,0,39,13,33%,0,3,13,656,24.30,10,42,29%,8.0,8,3.0,0.0,27,5,27.0,52%,18.0,14.0,2.0,2.0,114,90,129,37.0,5.0,10.0,0.0
